pid,occupation,exposure,female,age,master,stem,tier1,months_grad,employed,parent_edu,internship,income,retained,phcd1,phcd2,phcd3,phcd4,anx1,anx2,anx3,anx4,lit1,lit2,lit3,lit4,sup1,sup2,sup3,sup4,adp1,adp2,adp3,adp4,avd1,avd2,avd3,mkr1,mkr2,mkr3,reskill_hours
809,Public sector and institutions,0.5,0,22,0,1,1,12,0,1,0,0.0,1,4,3,4,4,3,3,4,3,1,5,4,3,3,4,3,3,4.0,4.0,2.0,3.0,5.0,4.0,5.0,7,7,7,5.0
810,Education and training,0.55,1,24,1,0,0,4,1,1,0,5900.0,1,4,3,1,4,2,2,3,3,4,5,4,4,4,4,4,5,5.0,6.0,5.0,3.0,1.0,3.0,3.0,3,3,2,66.0
811,Administrative and clerical,0.74,1,21,0,0,0,20,1,0,0,5200.0,0,3,4,4,4,5,5,4,5,7,7,6,7,4,4,2,5,,,,,,,,4,4,2,
812,"Banking, securities and finance",0.71,0,22,0,1,0,9,1,1,1,3800.0,1,5,3,4,5,1,1,2,2,3,4,5,4,6,2,4,6,2.0,4.0,4.0,3.0,3.0,2.0,3.0,4,4,4,10.0
813,Design and creative services,0.66,1,27,1,1,0,25,1,1,1,7000.0,0,5,4,3,4,3,4,4,4,5,2,2,1,5,6,3,5,,,,,,,,2,5,4,
814,Mechanical and civil engineering,0.42,1,22,0,1,1,36,1,0,1,19300.0,0,4,4,5,4,4,4,3,3,4,3,6,4,4,3,4,5,,,,,,,,6,3,4,
815,Human resources,0.62,1,21,0,1,1,35,1,1,1,7400.0,1,2,3,2,2,3,4,2,3,6,6,4,5,3,4,4,3,4.0,4.0,4.0,5.0,4.0,4.0,2.0,4,4,6,11.0
816,Administrative and clerical,0.74,1,21,0,0,0,19,1,1,1,3700.0,1,5,6,6,4,2,3,3,2,5,5,5,4,6,7,5,4,5.0,5.0,3.0,4.0,5.0,5.0,4.0,2,2,3,42.0
817,Research and development,0.58,0,27,1,0,1,36,1,0,1,9900.0,1,5,2,1,1,3,5,1,2,5,5,3,5,4,5,5,5,4.0,4.0,4.0,5.0,2.0,3.0,3.0,6,6,4,30.0
818,Marketing and e-commerce,0.6,1,27,1,0,0,8,0,0,1,0.0,1,2,1,2,1,5,4,6,4,7,4,4,4,4,5,5,5,5.0,2.0,4.0,4.0,3.0,2.0,4.0,6,5,7,29.0
819,Education and training,0.55,1,21,0,0,1,30,1,0,0,10300.0,1,4,3,4,6,5,4,4,4,6,3,6,4,2,1,5,3,5.0,6.0,5.0,6.0,5.0,3.0,5.0,2,1,1,22.0
820,Software and IT services,0.86,0,25,1,0,0,20,1,0,1,4800.0,1,7,6,6,6,7,7,7,7,1,2,5,3,2,3,3,3,1.0,1.0,1.0,1.0,7.0,7.0,7.0,2,4,5,5.0
821,Administrative and clerical,0.74,1,25,1,0,1,14,1,1,0,5900.0,1,5,3,4,5,5,4,3,4,4,3,3,4,5,5,4,5,4.0,6.0,5.0,3.0,1.0,3.0,2.0,4,6,3,43.0
822,Accounting and audit,0.82,0,25,0,0,0,4,0,0,0,0.0,1,6,6,7,5,5,5,5,6,5,4,5,5,2,4,4,4,7.0,6.0,7.0,6.0,4.0,2.0,3.0,2,4,2,132.0
823,Healthcare and nursing,0.35,1,25,0,0,0,10,1,0,1,4600.0,1,1,3,2,2,4,4,3,3,4,2,2,2,6,3,5,4,3.0,5.0,4.0,4.0,6.0,7.0,7.0,5,2,3,15.0
824,"Banking, securities and finance",0.71,0,24,0,1,1,27,1,0,1,3900.0,0,5,3,2,5,4,4,4,4,3,3,4,4,3,4,3,4,,,,,,,,6,5,5,
825,Human resources,0.62,1,21,0,0,0,25,1,0,0,10400.0,1,4,5,4,5,5,5,3,6,6,4,5,6,5,2,3,3,4.0,4.0,3.0,4.0,3.0,4.0,3.0,4,4,3,35.0
826,Hospitality and retail,0.25,1,24,0,0,0,16,1,1,0,5300.0,1,5,3,4,4,5,3,3,3,5,2,3,2,7,5,7,5,6.0,5.0,3.0,5.0,2.0,1.0,3.0,3,3,4,21.0
827,Manufacturing operations,0.3,0,25,0,0,1,3,1,0,1,2900.0,0,1,3,1,1,3,3,4,3,5,3,4,1,4,3,4,4,,,,,,,,5,6,5,
828,Marketing and e-commerce,0.6,1,25,0,1,0,23,1,0,0,6900.0,1,5,3,4,4,4,4,4,3,5,5,6,5,1,1,1,1,5.0,3.0,4.0,3.0,3.0,3.0,3.0,2,4,4,6.0
829,Education and training,0.55,1,24,0,0,0,17,1,0,1,4200.0,1,1,1,1,1,3,3,3,4,6,3,4,5,3,1,2,2,5.0,5.0,4.0,4.0,4.0,4.0,3.0,4,3,4,25.0
830,Software and IT services,0.86,0,22,0,0,1,10,1,0,1,6300.0,1,4,4,4,5,3,4,6,4,5,3,3,4,5,7,5,5,5.0,5.0,7.0,5.0,2.0,2.0,5.0,5,4,4,66.0
831,Research and development,0.58,0,21,0,1,0,23,1,0,1,4200.0,1,3,4,2,4,3,3,3,2,5,6,4,6,2,4,2,1,4.0,1.0,4.0,3.0,1.0,2.0,2.0,6,6,7,6.0
832,Software and IT services,0.86,0,24,0,1,0,25,1,0,0,7300.0,1,3,3,2,4,3,2,2,2,4,2,2,3,4,6,4,4,2.0,2.0,3.0,4.0,1.0,1.0,1.0,3,3,5,19.0
833,Administrative and clerical,0.74,1,21,0,0,0,23,1,0,1,8400.0,1,6,6,6,7,3,3,3,3,7,7,6,5,4,5,6,6,4.0,4.0,4.0,4.0,6.0,5.0,5.0,5,2,5,27.0
834,Mechanical and civil engineering,0.42,0,21,0,1,0,7,1,0,1,4600.0,1,3,4,2,3,3,3,3,2,3,5,6,3,4,5,4,4,4.0,4.0,6.0,4.0,3.0,4.0,4.0,5,4,5,38.0
835,Education and training,0.55,1,25,0,0,0,7,0,0,1,0.0,1,2,2,3,2,3,1,3,2,3,2,3,3,4,2,5,5,3.0,1.0,2.0,3.0,2.0,7.0,4.0,5,5,6,7.0
836,Customer service and operations,0.64,1,21,0,1,0,33,1,1,1,3800.0,0,6,7,6,7,1,1,1,2,4,3,2,6,6,5,4,6,,,,,,,,4,4,3,
837,"Banking, securities and finance",0.71,1,28,1,1,1,27,1,0,0,5100.0,1,5,6,6,3,7,7,5,7,4,5,7,4,4,5,3,3,3.0,5.0,4.0,4.0,5.0,6.0,3.0,5,3,5,49.0
838,Education and training,0.55,1,24,0,0,0,25,1,0,1,4800.0,0,4,4,3,2,3,3,3,3,2,4,2,2,4,3,2,3,,,,,,,,6,5,6,
839,Logistics and supply chain,0.33,0,23,0,1,0,21,1,0,0,6400.0,0,3,5,4,5,2,2,4,2,2,3,3,4,3,2,3,2,,,,,,,,5,5,5,
840,"Content, media and communication",0.76,1,23,0,1,1,21,1,0,0,5000.0,1,4,2,3,3,3,4,2,5,3,3,2,2,5,3,4,4,5.0,5.0,5.0,5.0,3.0,4.0,5.0,2,2,2,11.0
841,Customer service and operations,0.64,0,22,0,0,0,24,0,0,1,0.0,1,4,5,5,5,5,5,5,5,5,5,3,4,4,3,1,3,7.0,6.0,5.0,5.0,5.0,6.0,6.0,5,3,4,26.0
842,Sales,0.48,1,22,0,1,1,18,1,0,0,8000.0,1,1,1,1,1,3,3,2,3,5,4,5,6,1,2,1,1,3.0,4.0,2.0,5.0,3.0,3.0,3.0,5,3,5,12.0
843,Manufacturing operations,0.3,1,25,0,0,1,9,1,1,0,5500.0,1,3,4,4,6,6,7,7,7,4,4,3,4,5,6,6,6,3.0,5.0,5.0,4.0,7.0,3.0,7.0,1,1,2,88.0
844,Logistics and supply chain,0.33,1,25,0,1,0,5,1,0,0,3800.0,1,3,3,1,1,2,3,2,1,5,5,5,5,3,4,6,4,6.0,6.0,5.0,4.0,2.0,3.0,3.0,3,3,2,33.0
845,Software and IT services,0.86,1,23,0,0,0,35,1,1,1,10400.0,1,2,6,4,5,6,3,3,5,6,5,6,4,6,7,7,6,3.0,4.0,4.0,4.0,5.0,5.0,6.0,3,4,5,8.0
846,Manufacturing operations,0.3,0,22,0,1,0,13,1,0,0,12300.0,1,4,6,5,4,7,5,6,6,3,4,3,4,5,3,5,5,7.0,7.0,5.0,6.0,4.0,4.0,5.0,3,5,5,54.0
847,Research and development,0.58,0,24,0,0,1,23,1,1,1,4500.0,1,3,3,5,4,4,3,4,3,2,2,2,4,4,3,2,4,6.0,5.0,6.0,5.0,6.0,5.0,7.0,5,5,4,29.0
848,Accounting and audit,0.82,1,23,0,0,1,15,1,1,1,3700.0,0,5,4,2,4,5,5,3,3,4,3,3,4,6,6,7,5,,,,,,,,3,5,4,
849,Education and training,0.55,0,25,0,0,0,16,1,0,0,6000.0,1,6,5,6,6,5,5,5,5,4,4,4,6,5,5,4,3,6.0,5.0,5.0,5.0,3.0,3.0,2.0,2,4,3,22.0
850,Manufacturing operations,0.3,0,24,0,1,0,4,0,0,0,0.0,1,3,1,2,1,1,2,2,3,7,7,7,7,2,2,2,3,4.0,4.0,4.0,3.0,2.0,1.0,2.0,3,2,2,17.0
851,Administrative and clerical,0.74,0,23,0,0,0,30,0,1,1,0.0,1,5,5,5,6,4,5,5,4,6,5,5,7,4,5,2,3,5.0,6.0,6.0,6.0,1.0,3.0,2.0,4,5,2,25.0
852,Software and IT services,0.86,0,28,1,1,0,13,1,0,0,6600.0,1,5,7,7,7,5,5,5,5,2,2,2,1,4,4,4,4,2.0,4.0,5.0,4.0,5.0,3.0,7.0,5,7,6,19.0
853,Manufacturing operations,0.3,1,22,0,0,1,12,1,1,0,6600.0,1,2,5,5,3,5,4,4,4,2,2,3,3,6,5,6,5,5.0,3.0,3.0,5.0,5.0,4.0,4.0,3,4,5,14.0
854,"Content, media and communication",0.76,1,24,0,0,0,28,1,1,0,3500.0,0,4,4,4,4,3,4,5,4,3,2,1,3,4,5,4,5,,,,,,,,4,4,4,
855,Public sector and institutions,0.5,1,24,0,0,0,35,1,1,1,5200.0,1,6,5,4,4,5,5,5,4,1,1,1,1,5,4,6,3,1.0,1.0,1.0,1.0,4.0,4.0,4.0,6,5,6,4.0
856,Software and IT services,0.86,1,24,0,1,0,13,1,0,1,6600.0,1,4,2,4,4,3,4,3,4,7,7,6,7,1,2,2,1,2.0,3.0,3.0,1.0,5.0,5.0,2.0,6,5,5,13.0
857,"Banking, securities and finance",0.71,1,25,0,0,0,33,1,0,1,4500.0,0,6,7,6,5,5,6,4,4,5,5,5,3,3,3,4,3,,,,,,,,7,5,6,
858,Software and IT services,0.86,0,25,0,0,0,17,1,1,1,7100.0,1,6,5,5,3,6,5,4,7,6,6,5,5,3,2,3,4,4.0,5.0,4.0,4.0,4.0,3.0,3.0,7,6,6,106.0
859,Marketing and e-commerce,0.6,1,24,0,0,1,32,0,1,0,0.0,1,4,5,4,4,2,2,1,3,5,6,2,4,5,4,3,4,4.0,4.0,4.0,5.0,3.0,4.0,4.0,5,5,5,36.0
860,Administrative and clerical,0.74,1,22,0,1,0,18,0,0,1,0.0,1,6,7,7,5,5,5,5,6,6,4,6,5,4,3,4,2,4.0,6.0,6.0,5.0,5.0,4.0,4.0,3,2,5,31.0
861,Education and training,0.55,0,24,0,1,0,7,0,0,0,0.0,1,5,3,4,6,4,3,3,4,4,2,6,3,4,6,4,4,5.0,6.0,6.0,6.0,2.0,3.0,2.0,6,5,5,81.0
862,Mechanical and civil engineering,0.42,1,26,1,0,1,4,0,1,1,0.0,0,5,5,6,5,4,4,3,5,4,3,4,3,3,3,4,5,,,,,,,,4,3,5,
863,Sales,0.48,0,24,1,0,0,28,1,1,0,5300.0,0,5,4,3,6,4,3,3,3,4,4,2,4,2,4,1,4,,,,,,,,4,3,5,
864,Research and development,0.58,1,25,0,0,1,16,1,0,1,6600.0,1,6,6,5,5,5,4,4,3,7,6,7,7,6,6,6,6,4.0,5.0,5.0,6.0,4.0,4.0,2.0,4,2,1,9.0
865,Public sector and institutions,0.5,0,21,0,0,1,32,0,0,0,0.0,1,2,2,4,3,3,2,2,3,3,4,5,5,5,5,4,4,2.0,2.0,1.0,3.0,3.0,1.0,3.0,4,4,5,5.0
866,Software and IT services,0.86,0,25,0,1,0,35,0,1,1,0.0,1,5,6,7,6,4,6,6,6,4,5,3,3,5,3,5,5,4.0,5.0,5.0,4.0,4.0,4.0,3.0,2,5,3,22.0
867,Education and training,0.55,0,24,0,0,0,24,1,1,0,4000.0,1,3,2,5,4,4,5,6,5,6,6,6,3,3,2,3,3,5.0,3.0,3.0,7.0,2.0,3.0,4.0,7,6,5,33.0
868,Healthcare and nursing,0.35,0,24,0,0,0,14,1,0,1,7100.0,1,3,3,3,2,2,4,3,5,6,4,5,3,4,5,6,5,5.0,2.0,3.0,2.0,5.0,4.0,4.0,5,4,3,7.0
869,Public sector and institutions,0.5,0,27,1,0,0,23,0,0,0,0.0,1,3,3,4,4,3,3,5,4,5,4,2,4,7,6,6,7,6.0,5.0,6.0,4.0,3.0,4.0,6.0,3,4,4,22.0
870,Administrative and clerical,0.74,0,21,0,0,1,13,1,0,0,4500.0,1,4,4,4,5,4,3,3,4,3,4,2,2,4,3,4,4,4.0,2.0,4.0,3.0,6.0,4.0,6.0,4,3,4,27.0
871,Administrative and clerical,0.74,0,22,0,1,0,19,1,0,0,6700.0,1,5,4,6,3,6,6,6,7,5,5,5,3,4,1,2,1,4.0,3.0,3.0,5.0,5.0,2.0,2.0,5,7,4,21.0
872,Public sector and institutions,0.5,0,23,0,0,1,25,1,0,1,5800.0,1,4,6,6,3,6,5,4,5,3,4,2,4,5,6,4,5,4.0,3.0,4.0,2.0,6.0,6.0,5.0,6,7,5,88.0
873,Manufacturing operations,0.3,1,24,0,0,1,19,1,0,1,8100.0,1,5,3,3,5,5,5,4,5,3,3,3,4,5,2,3,4,5.0,4.0,3.0,5.0,4.0,3.0,3.0,2,4,5,29.0
874,Software and IT services,0.86,0,23,0,1,0,12,1,0,1,8100.0,1,2,4,3,5,4,4,4,4,6,5,5,5,5,5,4,3,3.0,4.0,5.0,4.0,5.0,5.0,5.0,3,3,5,32.0
875,Human resources,0.62,1,24,0,1,0,28,0,1,1,0.0,1,5,6,6,7,7,7,7,7,3,4,4,4,4,4,2,4,3.0,4.0,3.0,4.0,5.0,6.0,7.0,4,4,3,14.0
876,Public sector and institutions,0.5,1,22,0,1,0,24,1,0,1,9600.0,0,3,4,3,2,2,2,2,3,2,4,3,4,3,2,2,2,,,,,,,,5,4,6,
877,Sales,0.48,1,21,0,0,0,3,1,0,1,9800.0,1,3,2,4,4,2,3,2,4,4,6,5,7,3,4,5,5,3.0,5.0,3.0,5.0,2.0,3.0,2.0,4,4,5,10.0
878,Administrative and clerical,0.74,1,28,1,0,1,3,0,0,0,0.0,0,4,5,6,3,4,3,3,5,5,4,4,5,4,3,3,4,,,,,,,,3,3,3,
879,Public sector and institutions,0.5,0,25,0,1,0,9,1,0,0,3100.0,1,6,4,4,5,5,4,5,4,5,2,5,4,4,3,5,4,6.0,5.0,6.0,6.0,2.0,3.0,2.0,6,6,5,42.0
880,Research and development,0.58,1,21,0,0,0,32,1,0,1,10600.0,1,4,3,3,4,2,3,6,2,4,3,4,3,3,4,2,3,4.0,5.0,6.0,5.0,4.0,5.0,6.0,5,7,5,27.0
881,Public sector and institutions,0.5,0,25,0,0,0,12,0,0,1,0.0,1,4,5,5,4,3,3,3,5,3,2,2,2,2,2,3,2,5.0,1.0,3.0,4.0,3.0,5.0,6.0,6,4,3,14.0
882,Software and IT services,0.86,0,25,0,0,0,9,1,0,1,13300.0,1,5,4,5,4,6,5,5,5,4,5,4,4,3,3,3,4,2.0,4.0,3.0,6.0,5.0,5.0,5.0,4,6,7,15.0
883,Accounting and audit,0.82,1,22,0,0,1,6,1,1,0,4600.0,0,5,6,4,5,5,6,6,5,5,4,4,3,2,3,2,1,,,,,,,,5,1,5,
884,Sales,0.48,1,24,0,0,0,30,1,0,0,4600.0,1,4,4,3,4,5,3,3,4,3,3,2,3,5,5,4,5,4.0,4.0,4.0,4.0,7.0,6.0,5.0,4,4,4,18.0
885,Manufacturing operations,0.3,1,25,0,1,0,34,1,0,1,6800.0,1,4,3,4,4,2,3,3,4,5,3,4,4,6,7,6,5,5.0,5.0,6.0,7.0,2.0,2.0,1.0,6,5,5,24.0
886,Public sector and institutions,0.5,0,21,0,0,0,34,1,1,0,9700.0,1,5,3,4,4,5,3,3,3,6,4,3,4,4,6,5,4,4.0,2.0,3.0,5.0,4.0,3.0,3.0,4,6,7,42.0
887,"Content, media and communication",0.76,0,22,0,1,1,23,1,1,1,6700.0,1,6,7,7,5,5,4,6,5,3,3,4,5,5,3,3,3,4.0,4.0,4.0,4.0,2.0,4.0,4.0,4,4,4,11.0
888,Marketing and e-commerce,0.6,1,25,0,1,0,25,0,0,1,0.0,1,4,4,4,5,4,4,2,4,4,3,4,5,5,5,3,5,6.0,6.0,6.0,5.0,3.0,3.0,3.0,2,1,3,55.0
889,Mechanical and civil engineering,0.42,0,24,0,1,0,27,1,1,1,8200.0,1,3,2,4,4,6,5,5,4,4,4,3,3,4,4,3,4,5.0,5.0,6.0,5.0,4.0,4.0,4.0,5,5,3,49.0
890,Human resources,0.62,0,22,0,1,0,12,0,0,1,0.0,0,5,3,3,4,3,2,3,4,4,4,4,4,2,2,3,4,,,,,,,,4,6,4,
891,Human resources,0.62,1,24,0,0,1,31,1,0,1,6400.0,1,4,2,3,4,4,6,3,3,4,6,4,4,4,4,2,4,4.0,5.0,4.0,4.0,6.0,5.0,3.0,2,1,1,16.0
892,Administrative and clerical,0.74,1,24,0,0,1,4,1,0,1,10100.0,0,2,2,3,3,1,1,2,1,2,1,2,1,4,6,4,6,,,,,,,,2,5,2,
893,Public sector and institutions,0.5,1,22,0,1,0,8,1,1,1,3300.0,1,1,2,2,2,5,5,4,5,2,4,4,3,1,3,1,1,4.0,5.0,4.0,4.0,7.0,6.0,7.0,6,6,7,52.0
894,Software and IT services,0.86,0,24,0,0,0,16,1,1,1,10500.0,1,5,3,5,5,3,4,4,4,4,3,4,4,3,4,2,2,1.0,2.0,3.0,1.0,6.0,3.0,3.0,3,4,2,20.0
895,"Content, media and communication",0.76,1,25,0,0,1,8,0,0,0,0.0,0,6,7,6,5,5,6,6,7,4,3,4,3,2,2,4,2,,,,,,,,3,2,4,
896,"Banking, securities and finance",0.71,0,22,0,1,0,8,1,0,1,8500.0,0,7,4,5,4,6,7,7,7,6,6,4,4,1,2,2,1,,,,,,,,6,4,4,
897,"Content, media and communication",0.76,0,21,0,0,1,28,1,0,1,4500.0,0,4,4,4,4,3,3,5,4,2,4,3,4,5,5,3,4,,,,,,,,2,2,3,
898,Administrative and clerical,0.74,1,26,1,0,1,23,1,1,1,8200.0,1,5,4,4,6,6,6,5,5,6,6,5,3,2,4,2,2,4.0,5.0,4.0,5.0,4.0,5.0,6.0,1,6,5,63.0
899,Software and IT services,0.86,0,25,0,1,1,8,1,0,1,11100.0,1,4,3,3,3,5,4,6,4,6,7,7,6,4,3,3,5,7.0,6.0,7.0,7.0,5.0,4.0,3.0,7,6,7,37.0
900,Logistics and supply chain,0.33,0,27,1,0,0,8,1,0,1,8300.0,1,5,5,4,5,2,4,3,2,3,5,3,3,4,4,4,3,5.0,5.0,2.0,3.0,2.0,1.0,3.0,5,2,6,25.0
901,Public sector and institutions,0.5,0,22,0,1,0,8,1,0,1,6200.0,1,3,3,3,5,1,2,1,1,4,5,5,6,7,7,6,7,2.0,1.0,3.0,2.0,2.0,4.0,2.0,4,6,5,7.0
902,Marketing and e-commerce,0.6,0,28,1,0,0,4,1,1,0,6300.0,1,4,4,3,2,2,3,5,4,3,1,2,3,5,3,4,6,4.0,5.0,5.0,5.0,2.0,4.0,4.0,5,6,4,21.0
903,Human resources,0.62,1,23,0,0,1,7,1,1,0,4100.0,1,2,3,3,2,1,1,2,1,4,2,4,5,1,5,3,4,2.0,2.0,3.0,2.0,3.0,3.0,2.0,6,5,7,6.0
904,Research and development,0.58,1,25,0,1,0,11,1,0,1,7300.0,1,2,1,2,2,4,4,3,4,3,3,4,4,4,3,4,4,6.0,6.0,4.0,7.0,3.0,3.0,3.0,3,4,4,140.0
905,Software and IT services,0.86,0,25,0,0,0,13,1,0,0,5400.0,1,5,6,6,6,6,7,6,7,7,5,4,5,1,4,1,4,3.0,4.0,4.0,3.0,6.0,5.0,5.0,1,2,2,6.0
906,Software and IT services,0.86,0,23,0,0,0,35,1,0,1,6000.0,0,2,5,5,4,5,2,3,4,5,2,3,3,3,2,3,3,,,,,,,,4,4,3,
907,Sales,0.48,0,27,1,0,1,15,1,0,1,4400.0,1,3,3,2,3,2,2,1,2,5,6,7,3,5,5,5,2,3.0,5.0,4.0,4.0,4.0,6.0,6.0,3,2,2,17.0
908,Manufacturing operations,0.3,1,22,0,1,0,27,0,1,1,0.0,1,1,3,2,2,3,2,3,3,5,5,4,5,4,7,6,5,2.0,4.0,2.0,3.0,1.0,2.0,2.0,5,3,4,24.0
909,Hospitality and retail,0.25,1,24,0,1,1,9,1,0,0,5900.0,1,1,3,1,2,2,3,2,4,5,4,5,5,4,4,4,4,4.0,4.0,5.0,5.0,5.0,6.0,6.0,4,4,3,32.0
910,Healthcare and nursing,0.35,0,23,0,1,1,27,1,0,1,5400.0,0,4,4,2,3,1,2,2,2,4,5,4,4,5,6,6,4,,,,,,,,3,5,4,
911,Software and IT services,0.86,1,24,0,0,0,7,1,0,1,5200.0,0,4,3,4,3,5,5,6,3,5,4,5,6,1,3,3,3,,,,,,,,5,6,5,
912,Marketing and e-commerce,0.6,0,22,0,0,0,16,0,0,1,0.0,0,1,1,1,3,3,3,4,4,3,4,1,2,5,5,5,4,,,,,,,,3,2,2,
913,Sales,0.48,0,22,0,0,1,5,0,0,1,0.0,1,3,5,2,3,3,5,3,4,5,3,4,3,4,7,3,6,4.0,7.0,4.0,2.0,4.0,2.0,2.0,2,2,3,18.0
914,Design and creative services,0.66,0,26,1,1,0,4,1,0,1,3600.0,1,2,3,2,3,5,6,3,3,7,6,7,6,4,4,2,2,5.0,4.0,4.0,5.0,3.0,5.0,6.0,4,5,5,36.0
915,Research and development,0.58,0,25,0,0,0,6,1,0,1,9700.0,1,3,6,6,5,5,5,5,4,3,4,6,4,2,4,2,4,2.0,3.0,3.0,4.0,4.0,3.0,2.0,7,5,7,21.0
916,Sales,0.48,0,25,0,0,1,16,1,1,1,18300.0,1,4,6,5,6,5,6,6,4,2,2,4,3,2,4,2,3,4.0,5.0,6.0,5.0,5.0,6.0,5.0,4,5,4,47.0
917,Accounting and audit,0.82,0,25,0,0,1,15,1,1,0,7800.0,1,5,6,7,5,7,5,7,5,6,5,5,5,2,2,2,2,5.0,4.0,6.0,4.0,5.0,5.0,6.0,5,6,5,57.0
918,Education and training,0.55,1,25,0,0,1,6,1,1,1,5000.0,1,6,4,4,4,2,3,4,5,6,4,3,5,6,4,6,5,5.0,3.0,5.0,5.0,4.0,6.0,5.0,6,5,5,59.0
919,Manufacturing operations,0.3,0,24,0,0,1,6,0,0,1,0.0,1,3,3,3,3,3,2,2,4,3,3,4,4,4,6,6,7,4.0,5.0,4.0,5.0,6.0,4.0,2.0,3,5,5,35.0
920,"Banking, securities and finance",0.71,0,25,0,0,0,8,1,0,1,3700.0,1,7,6,5,6,6,4,4,5,4,4,2,2,5,5,3,5,5.0,6.0,6.0,5.0,5.0,6.0,3.0,5,6,5,40.0
921,Manufacturing operations,0.3,1,23,0,1,0,13,1,0,1,7200.0,1,2,3,3,2,4,6,5,6,7,7,7,7,2,1,4,3,7.0,7.0,6.0,5.0,4.0,2.0,3.0,4,4,4,71.0
922,Software and IT services,0.86,1,23,0,1,1,14,0,0,1,0.0,1,7,6,7,7,7,6,7,6,5,4,6,5,4,2,4,4,2.0,3.0,4.0,4.0,4.0,3.0,5.0,6,5,5,22.0
923,Education and training,0.55,1,23,0,1,0,35,1,0,1,7800.0,1,3,2,3,2,2,2,3,1,5,2,4,4,3,2,4,1,3.0,2.0,2.0,2.0,4.0,4.0,3.0,5,2,3,21.0
924,Human resources,0.62,0,23,0,1,1,36,1,0,1,6200.0,0,3,2,3,4,3,2,3,6,6,6,7,6,4,4,4,3,,,,,,,,6,5,7,
925,"Content, media and communication",0.76,1,25,0,1,1,24,0,0,1,0.0,1,7,5,7,6,3,6,4,4,7,7,7,7,3,4,4,3,3.0,2.0,3.0,4.0,1.0,2.0,2.0,6,4,4,21.0
926,Sales,0.48,1,24,0,0,0,31,0,0,1,0.0,1,5,5,2,4,5,6,6,6,4,3,3,4,2,2,3,5,5.0,6.0,6.0,6.0,6.0,5.0,6.0,4,2,4,52.0
927,"Content, media and communication",0.76,1,24,1,1,0,9,1,0,0,5800.0,1,6,5,4,5,7,6,7,7,5,5,6,6,1,1,2,1,2.0,2.0,4.0,3.0,5.0,5.0,7.0,4,3,5,24.0
928,Administrative and clerical,0.74,1,25,1,0,0,23,1,1,1,5500.0,1,5,3,5,5,5,6,6,5,5,7,6,6,7,7,6,5,7.0,7.0,7.0,7.0,2.0,2.0,3.0,2,3,4,95.0
929,Software and IT services,0.86,0,25,1,0,0,3,0,0,0,0.0,1,6,5,5,4,5,5,3,4,2,4,2,2,5,5,6,4,6.0,6.0,4.0,3.0,4.0,3.0,2.0,2,3,1,16.0
930,Research and development,0.58,1,24,0,0,1,6,0,0,0,0.0,0,5,5,4,5,4,3,4,5,5,5,3,6,2,4,2,4,,,,,,,,4,4,5,
931,Marketing and e-commerce,0.6,1,21,0,0,0,30,1,0,1,8600.0,1,7,6,6,6,6,6,6,6,3,3,4,5,6,6,6,5,3.0,4.0,3.0,3.0,5.0,4.0,5.0,6,6,6,30.0
932,Healthcare and nursing,0.35,0,22,0,0,0,35,1,0,1,5900.0,1,2,3,3,2,3,2,3,3,2,3,1,2,5,5,6,5,3.0,3.0,2.0,2.0,5.0,5.0,5.0,5,6,5,19.0
933,Human resources,0.62,1,22,0,1,0,16,1,0,0,12300.0,1,2,3,3,1,4,5,5,4,4,5,5,4,6,5,6,6,3.0,3.0,3.0,2.0,4.0,2.0,3.0,4,5,6,8.0
934,Education and training,0.55,1,24,0,0,0,19,1,0,1,2700.0,0,4,4,4,5,4,4,4,3,1,2,2,4,4,5,6,5,,,,,,,,5,5,6,
935,Administrative and clerical,0.74,0,22,0,0,1,33,1,1,1,2300.0,1,4,6,5,3,4,4,6,5,4,2,2,2,3,3,2,1,1.0,2.0,3.0,2.0,3.0,3.0,2.0,6,5,6,9.0
936,Accounting and audit,0.82,0,25,0,0,0,8,0,0,1,0.0,0,5,5,5,6,5,4,4,4,3,3,3,3,4,4,4,4,,,,,,,,6,7,5,
937,Public sector and institutions,0.5,1,21,0,0,1,3,1,0,1,6700.0,1,4,4,2,3,6,5,5,6,4,5,4,3,1,2,4,3,6.0,6.0,6.0,6.0,6.0,7.0,2.0,5,5,4,59.0
938,Software and IT services,0.86,0,28,1,1,0,18,1,1,1,9000.0,1,6,7,5,7,5,5,4,5,4,5,5,5,2,2,2,3,6.0,5.0,5.0,5.0,4.0,5.0,4.0,5,4,4,41.0
939,"Content, media and communication",0.76,1,25,0,0,0,9,1,1,1,6800.0,1,6,4,6,6,5,6,6,6,6,5,5,4,1,2,3,1,6.0,5.0,4.0,4.0,7.0,6.0,6.0,3,5,5,31.0
940,Public sector and institutions,0.5,0,21,0,1,0,23,1,0,1,4800.0,1,6,4,4,4,3,4,3,2,2,2,4,2,6,4,2,5,6.0,4.0,6.0,4.0,3.0,4.0,5.0,5,6,4,39.0
941,Accounting and audit,0.82,1,28,1,0,0,11,1,0,1,6300.0,1,4,5,6,6,6,6,3,3,4,5,5,5,4,4,4,5,4.0,6.0,5.0,4.0,3.0,4.0,4.0,3,5,4,34.0
